DATE,TIME,AUTHOR,COPY,ASSETS
"Thursday, December 3rd, 2015",22:52,me,"It's been around 5 months since my last written diary entry, and I started to ""catch myself up"" in writing for the months that I missed...it felt weird to me how...NOT weird it was when I was trying to catch myself on everything that happened. It almost almost had a ""oh yeah and I have cancer, no big deal""-like tone.",
"Thursday, December 3rd, 2015",22:52,negative,No big deal? The pain you were in weeks ago would beg to differ.,
"Thursday, December 3rd, 2015",22:52,me,"Pretty amazing what your mind can help you forget so you can move on with your life, huh?",
"Thursday, December 3rd, 2015",22:52,positive,.........so.....when do we get to go to Disneyland?,
"Saturday, December 5th, 2015",19:59,me,Watching About Time...about a guy who can time travel.,
"Saturday, December 5th, 2015",19:59,me,"When you ask people for a superpower they'd want to have, supposedly a majority of them say the ability to time travel.",
"Saturday, December 5th, 2015",19:59,me,"It's a little crazy how when you get sick, especially with disease that no one knows the origins of, like cancer...something as powerful as even time travel can't fix it. If I think about what I would go back to change....well....I did everything right to begin with. What could I have changed?",
"Saturday, December 5th, 2015",19:59,me,I got emotional as I got to the end of the movie -- it made me relive a lot of the thoughts I had when I was diagnosed. ,
"Saturday, December 5th, 2015",19:59,me,"I had coffee with a friend just a few weeks after I was diagnosed, and he said, ""Well...if you think about it, who knows when any of us are going to die? You might have cancer...but for all I know I might get hit by a bus tomorrow.""",
"Saturday, December 5th, 2015",19:59,negative,Ahem...well...technically you can fix that if you could time travel.,
"Saturday, December 5th, 2015",19:59,positive,Hey. Dammit. Was trying to be super deep here. ,
"Monday, December 21st, 2015",12:21,me,"I've been getting a lot of, ""Wow you look totally normal! I wouldn't have been able to tell!""",
"Monday, December 21st, 2015",12:21,positive,I'd like to thank cosplay wigs and non-toxic makeup....,
"Monday, December 21st, 2015",12:21,me,"If that's true, though, I wonder just how many people around me are sick and hide it really well. Even from themselves.",
"Monday, December 21st, 2015",12:21,me,The joke of it all is I actually look healthier than a lot of people that don't have illnesses.,
"Thursday, December 24th, 2015",13:18,me,"Spending my Christmas Eve watching The True Cost, a documentary about the toxicity of fast fashion.",
"Thursday, December 24th, 2015",13:18,me,"Since I've been diagnosed, I've read so many articles talking about how cancer is often influenced by environmental toxicities of all kinds. And I'm starting to learn more and more about how deeply rooted these poisons are in our chosen lifestyles.",
"Thursday, December 24th, 2015",13:18,me,"My family's never really celebrated Christmas, so we don't do gifts. And this is the first time I've really felt glad to not be receiving any ""thing"" for Xmas. (my relatives give me money, which I will gladly take. :P) ",
"Thursday, December 24th, 2015",13:18,me,"I'm eating vegan and organic, and I've thrown away all my toxic makeup. I thought that was good enough.",
"Thursday, December 24th, 2015",13:18,me,"But toxins even in the clothes that I wear? Pesticides are used on cotton, and chemicals are used to manufacture the leathers and other materials in so much of our clothes.",
"Thursday, December 24th, 2015",13:18,me,"Having cancer is bad enough. But so many other countries that are manufacturing the objects for our consumption-craved culture are suffering from things that are way worse because of the chemicals they work with and the clothes we discard that fill landfills, contaminating the water.",
"Thursday, December 24th, 2015",13:18,positive,"Well, pretty much all the clothes you buy are secondhand...from thrift shops and consignment stores. That's gotta make you feel pretty good.",
"Thursday, December 24th, 2015",13:18,me,Sure...but some how I just don't feel like it's good enough...,
"Thursday, December 24th, 2015",13:18,me,"I mean, if not for the health and safety of people in other countries, I should do more at least for the health and safety of myself. ",
"Thursday, December 24th, 2015",13:18,negative,But ungh. You've already sacrificed so much. Seems like you pretty much can't do anything anymore. :|,
"Tuesday, December 29th, 2015",10:21,me,I got my port out a week ago...and I keep staring at the scar.,
"Tuesday, December 29th, 2015",10:21,positive,Badass battle wound. That shit better stay because you have a pretty awesome story to go with that scar.,
"Tuesday, December 29th, 2015",10:21,me,"My mind wants to say it's all over, but I have to remind myself that it's not.",
"Tuesday, December 29th, 2015",10:21,me,"There's no way I can relax now. Health is a long term thing, and there's no way I'm going to let this come back. ",
"Wednesday, December 30th, 2015",16:42,me,You know what's cool?,
"Wednesday, December 30th, 2015",16:42,me,Hot pink hair.,
"Wednesday, December 30th, 2015",16:42,me,"<img src=""img/hotpink.jpg""></img>",
"Saturday, January 2nd, 2016",12:32,me,A lot of people have been wanting to hang out with me recently. Probably because it's 'break'....but all these coffees and dinners and hangouts.,
"Saturday, January 2nd, 2016",12:32,negative,Is it because you had cancer? Are they using you for a charity case?,
"Saturday, January 2nd, 2016",12:32,positive,"Stop it. You're a fun person to be around, and an inspiration. They said so themselves!",
"Saturday, January 2nd, 2016",12:32,me,"Maybe everyone knows that I'm actually dying and is in on it, and I'm the only person that doesn't know.",
"Saturday, January 2nd, 2016",12:32,positive,...ok now you're legitimately insane. ,
"Sunday, January 3rd, 2016",15:06,me,"<img src=""img/bloo.jpg""></img>",
"Sunday, January 3rd, 2016",15:06,me,I'm starting to get bored of my colored wigs. Time to buy new colors.,
"Sunday, January 3rd, 2016",15:06,positive,"On the bright side, HAIR IS GROWING OUT! I went from baby-stage to Furiosa-from-Mad-Max stage. ",
"Sunday, January 3rd, 2016",15:06,negative,THAT TOOK TWO MONTHS?! Jeezus my long hair will never come back. ,
"Sunday, January 3rd, 2016",17:30,me,Started improv classes today. ,
"Sunday, January 3rd, 2016",17:30,positive,"I think I ""Yes, and""ed the shit out of cancer. ",
"Sunday, January 3rd, 2016",17:30,positive,You know what they say...,
"Sunday, January 3rd, 2016",17:30,positive,Improv rules can really be applied to life.,
"Sunday, January 10th, 2016",20:56,me,"Sitting here, in front of my computer, getting filmed for a segment on Texting With Cancer. It's all so surreal. ",
"Sunday, January 10th, 2016",20:56,positive,"They interviewed me about some things that made me relive a lot of the experience, and it's amazing how I've almost forgotten about it all.",
"Sunday, January 10th, 2016",20:56,negative,"...well, you know...except for the fact that...you're bald. :| ",
"Thursday, January 21st, 2016",11:15,me,I've gotten a lot of worried comments whenever I don't post on Texting With Cancer for a while.,
"Thursday, January 21st, 2016",11:15,positive,Super sweet of people to think of me.,
"Thursday, January 21st, 2016",11:15,positive,I guess I just don't post anything when I don't think of it. And cancer seems to be a less and less important part of my life -- most things have just become a habit.,
"Thursday, January 21st, 2016",11:15,me,"For the first time in 2 months, I went to work without a wig. Scared, but I figured I'd face my fears and try it out -- my hair is growing out, anyways, and it was getting stuffy.",
"Thursday, January 21st, 2016",11:15,positive,"Holy shit. SO many reactions -- POSITIVE reactions! People actually PREFERRED my hair this way and say I look amazing in it. I've always had short - longish hair, and a full head of it at that...never knew that this would actually look good. Woah!",
"Friday, February 5th, 2016",9:42,me,People keep telling me that my hair is growing fast.,
"Friday, February 5th, 2016",9:42,negative,Honey,
"Friday, February 5th, 2016",9:42,negative,it took 3 MONTHS for it to grow this INCH. NOT. FAST. ENOUGH.,
"Wednesday, February 10th, 2016",15:09,me,"It's my last week at work. Actually, it's my last two days at work.",
"Wednesday, February 10th, 2016",15:09,me,"I put in my two weeks last week, and it's so surreal. ",
"Wednesday, February 10th, 2016",15:09,negative,Are you crazy? Are you fucking crazy? INSURANCE? MAYBE? HELLO?,
"Wednesday, February 10th, 2016",15:09,me,I know...,
"Wednesday, February 10th, 2016",15:09,positive,"Life isn't about insurance, though. You're taking care of yourself, and you can always pay for insurance.",
"Wednesday, February 10th, 2016",15:09,positive,"Life is too short to spend majority of your time, your LIFE, doing something you're not passionate about.",
"Wednesday, February 10th, 2016",15:09,negative,But your work place is awesome. The people are awesome.,
"Wednesday, February 10th, 2016",15:09,positive,"True...but, if it's anything I learned, it's that time is way too valuable to play it safe.",
"Wednesday, February 10th, 2016",15:09,positive,I've always wanted to travel. To work on art. To explore.,
"Wednesday, February 10th, 2016",15:09,positive,"Besides, I have enough money saved up. ",
"Wednesday, February 10th, 2016",15:09,positive,It's all about just having the confidence to know that you're going to be just fine. It'll work itself out.,
"Wednesday, February 10th, 2016",15:09,positive,"Besides, what's the worst that could happen? ",
"Wednesday, February 10th, 2016",15:09,positive,Honestly.,
"Wednesday, February 10th, 2016",15:09,positive,It's time to go live life.,
